timestamp,y,mu,sigma,logit,p_up_raw,p_up_cal,conformal_p,pit_z
2025-10-30 03:59:59.999000+00:00,-0.0020873265,0.00022540381,0.022073107,0.0054984316,0.5040738,0.5040737986564636,0.46303501945525294,-0.10477593009658992
2025-10-30 04:59:59.999000+00:00,-0.019989852,7.3293224e-05,0.022116054,0.00767301,0.5013221,0.5013220906257629,0.007782101167315175,-0.9071756300982375
2025-10-30 05:59:59.999000+00:00,0.0155099,0.0020419324,0.022619959,0.021992505,0.5359642,0.5359641909599304,0.01556420233463035,0.5954019322961022
2025-10-30 06:59:59.999000+00:00,0.004710289,0.0011708983,0.022572009,0.001057677,0.52068543,0.5206854343414307,0.2840466926070039,0.15680442439938755
2025-10-30 07:59:59.999000+00:00,0.005346053,0.0006335564,0.022482822,-0.0015086457,0.51124054,0.511240541934967,0.1867704280155642,0.20960431380206726
2025-10-30 08:59:59.999000+00:00,-0.005982079,-0.00017650798,0.022482784,-0.0021842495,0.496868,0.4968680143356323,0.1245136186770428,-0.2582229575224519
2025-10-30 09:59:59.999000+00:00,-0.0047115195,0.00051179575,0.022399414,0.0034762546,0.5091145,0.5091145038604736,0.15953307392996108,-0.23318981166335734
2025-10-30 10:59:59.999000+00:00,-0.00067485956,0.00073139556,0.022395747,0.0073488057,0.51302624,0.513026237487793,0.6536964980544747,-0.06279116894863238
2025-10-30 11:59:59.999000+00:00,-0.0035427033,0.0010046242,0.022383178,0.0057648644,0.5178997,0.5178996920585632,0.19844357976653695,-0.20315826441429
2025-10-30 12:59:59.999000+00:00,-0.012185289,0.0010372153,0.02240268,0.008736648,0.5184639,0.5184639096260071,0.01556420233463035,-0.5902197508727403
2025-10-30 13:59:59.999000+00:00,-0.0069988593,0.00042122323,0.022551766,0.02544903,0.50745106,0.507451057434082,0.07392996108949416,-0.32902446250375905
2025-10-30 14:59:59.999000+00:00,0.005837969,0.0017207267,0.02266548,0.027345844,0.530258,0.5302579998970032,0.22568093385214008,0.18165255118631915
2025-10-30 15:59:59.999000+00:00,-0.0050166235,0.0015913048,0.02246826,0.016314954,0.5282313,0.5282313227653503,0.0933852140077821,-0.2941005864843725
2025-10-30 16:59:59.999000+00:00,0.003980144,0.0021507917,0.022512855,0.016151555,0.53805554,0.5380555391311646,0.556420233463035,0.08125811804694115
2025-10-30 17:59:59.999000+00:00,-0.0060655656,0.0014811968,0.022371797,0.009584129,0.52639395,0.5263939499855042,0.07392996108949416,-0.33733376477955157
2025-10-30 18:59:59.999000+00:00,-0.0060921935,0.0017464489,0.022500154,0.016136661,0.53093463,0.5309346318244934,0.07003891050583658,-0.34838173045672244
2025-10-30 19:59:59.999000+00:00,-0.002799976,0.0020167055,0.02252348,0.017032094,0.5356728,0.5356727838516235,0.1828793774319066,-0.2138515663939096
2025-10-30 20:59:59.999000+00:00,0.008844761,0.0020312024,0.02254226,0.017370269,0.5358987,0.5358986854553223,0.08949416342412451,0.3022571193999414
2025-10-30 21:59:59.999000+00:00,0.0037763254,0.0007310915,0.022361564,0.009381309,0.5130407,0.5130407214164734,0.3540856031128405,0.1361816178607517
2025-10-30 22:59:59.999000+00:00,0.00010199048,0.00019109715,0.022313366,0.009432569,0.5034166,0.5034165978431702,0.9727626459143969,-0.003993421149975245
2025-10-30 23:59:59.999000+00:00,0.0037460043,0.00050472515,0.022270633,0.007478729,0.50904053,0.5090405344963074,0.3229571984435798,0.14554050510791033
2025-10-31 00:59:59.999000+00:00,0.009311439,7.3562376e-05,0.022246175,0.003541097,0.50131917,0.501319169998169,0.054474708171206226,0.41525684139524305
2025-10-31 01:59:59.999000+00:00,0.0028237042,0.0012786207,0.022194076,-0.029404037,0.52297074,0.5229707360267639,0.6108949416342413,0.06961693081044844
2025-10-31 02:59:59.999000+00:00,-0.007042102,0.0010097348,0.022156116,-0.026839979,0.51817495,0.518174946308136,0.07003891050583658,-0.36341374096320006
2025-10-31 03:59:59.999000+00:00,0.0033935998,0.0009844587,0.022033222,-0.011889741,0.51781905,0.5178190469741821,0.4474708171206226,0.10934129574479524
2025-10-31 04:59:59.999000+00:00,0.007902814,0.0006514755,0.022060754,-0.014784321,0.5117794,0.5117794275283813,0.07392996108949416,0.3286985857636462
2025-10-31 05:59:59.999000+00:00,-0.0017816315,0.0010458669,0.022102095,-0.032516822,0.51887083,0.5188708305358887,0.377431906614786,-0.12792897412871024
2025-10-31 06:59:59.999000+00:00,-0.0023001698,0.0014905618,0.021958428,-0.02507028,0.52705985,0.5270598530769348,0.245136186770428,-0.17263219514115086
2025-10-31 07:59:59.999000+00:00,-0.0018639051,0.0014471048,0.021928063,-0.019328102,0.5263084,0.5263084173202515,0.31906614785992216,-0.15099418549388538
2025-10-31 08:59:59.999000+00:00,0.0055867224,0.0017147956,0.021919187,-0.016006634,0.5311785,0.5311784744262695,0.245136186770428,0.17664554698280235
2025-10-31 09:59:59.999000+00:00,-0.001816918,0.0019609565,0.021916226,-0.027004652,0.5356478,0.5356478095054626,0.245136186770428,-0.17237797211908296
2025-10-31 10:59:59.999000+00:00,-0.00030233435,0.002112002,0.021875883,-0.024641424,0.538456,0.5384560227394104,0.4396887159533074,-0.11036521405718835
2025-10-31 11:59:59.999000+00:00,0.005410741,0.0015208488,0.02190269,-0.02096229,0.52767897,0.5276789665222168,0.24124513618677043,0.17759883839642715
2025-10-31 12:59:59.999000+00:00,-0.0069550034,0.0011871182,0.021952976,-0.029168501,0.5215625,0.5215625166893005,0.06614785992217899,-0.37088920299265715
2025-10-31 13:59:59.999000+00:00,0.004643813,0.0024481558,0.021786356,-0.022492938,0.5447354,0.5447353720664978,0.4785992217898833,0.10078128546745892
2025-10-31 14:59:59.999000+00:00,0.0057010846,0.0019786214,0.021819293,-0.031529672,0.53612745,0.5361274480819702,0.2529182879377432,0.17060420718748207
2025-10-31 15:59:59.999000+00:00,-0.005345147,0.001675765,0.021941323,-0.037363507,0.53043956,0.530439555644989,0.08171206225680934,-0.3199858179244253
2025-10-31 16:59:59.999000+00:00,-0.012304897,0.0018271499,0.021829218,-0.027551934,0.5333533,0.533353328704834,0.011673151750972763,-0.6473913777856204
2025-10-31 17:59:59.999000+00:00,0.0041874284,0.0025775395,0.021938894,-0.012697093,0.546763,0.546763002872467,0.6070038910505836,0.07338058441782273
2025-10-31 18:59:59.999000+00:00,0.0013379673,0.002179403,0.021859251,-0.022974446,0.5397094,0.5397093892097473,0.7937743190661478,-0.0384933475044642
2025-10-31 19:59:59.999000+00:00,0.003530726,0.0021796643,0.021840017,-0.027692437,0.539749,0.539749026298523,0.669260700389105,0.061861752437257306
2025-10-31 20:59:59.999000+00:00,-0.003168855,0.002134558,0.021859694,-0.035519406,0.5388942,0.5388941764831543,0.1556420233463035,-0.24261149654979783
2025-10-31 21:59:59.999000+00:00,0.0006822655,0.0017371248,0.021874141,-0.026219703,0.5316485,0.5316485166549683,0.7431906614785992,-0.04822403115231373
2025-10-31 22:59:59.999000+00:00,0.000117754644,0.0020473904,0.021861466,-0.027534857,0.53730756,0.5373075604438782,0.5369649805447471,-0.08826653398109022
2025-10-31 23:59:59.999000+00:00,0.0001305053,0.0024141856,0.021850003,-0.028334253,0.54398924,0.5439892411231995,0.46303501945525294,-0.10451624469306042
2025-11-01 00:59:59.999000+00:00,0.0012078274,0.0021756333,0.021849409,-0.026464097,0.5396587,0.5396587252616882,0.7626459143968871,-0.04429437810349801
2025-11-01 01:59:59.999000+00:00,2.7064946e-06,0.0010683746,0.021994472,-0.014695257,0.51937085,0.5193708539009094,0.7354085603112841,-0.048451635253897646
2025-11-01 02:59:59.999000+00:00,0.00054684654,0.001110022,0.022019317,-0.014386512,0.5201027,0.5201026797294617,0.8638132295719845,-0.02557642491484394
2025-11-01 03:59:59.999000+00:00,0.004042856,0.0011158311,0.022030255,-0.016995683,0.52019775,0.5201977491378784,0.36964980544747084,0.13286386707208675
2025-11-01 04:59:59.999000+00:00,0.00046448215,0.0013299221,0.022042988,-0.022195674,0.5240548,0.5240548253059387,0.7859922178988327,-0.03926146386556837
2025-11-01 05:59:59.999000+00:00,-0.0014350407,0.0009741476,0.02207505,-0.018170223,0.51759917,0.5175991654396057,0.4474708171206226,-0.10913625815638456
2025-11-01 06:59:59.999000+00:00,-0.0011952162,0.0009890599,0.022051131,-0.015979163,0.5178878,0.5178877711296082,0.48249027237354086,-0.09905505911968895
2025-11-01 07:59:59.999000+00:00,0.00062817783,0.0009518843,0.02204811,-0.014645517,0.51721823,0.5172182321548462,0.914396887159533,-0.014681824385407471
2025-11-01 08:59:59.999000+00:00,0.0015892797,0.000695677,0.022065043,-0.015630059,0.512576,0.5125759840011597,0.7821011673151751,0.04049857104628704
2025-11-01 09:59:59.999000+00:00,-0.002232023,0.0005142875,0.022113286,-0.016658917,0.50927734,0.50927734375,0.39299610894941633,-0.12419278418595718
2025-11-01 10:59:59.999000+00:00,0.0014976499,0.0007231515,0.022087475,-0.014141329,0.5130592,0.5130591988563538,0.8054474708171206,0.035065050978135406
2025-11-01 11:59:59.999000+00:00,-0.00021066003,0.0006105094,0.022070667,-0.015926376,0.51103395,0.5110339522361755,0.7976653696498055,-0.03720637258474252
2025-11-01 12:59:59.999000+00:00,-0.0011287695,0.00070240814,0.022118432,-0.014245205,0.51266694,0.5126669406890869,0.556420233463035,-0.08278966542686439
