timestamp,y,mu,sigma,logit,p_up_raw,p_up_cal,conformal_p,pit_z
2025-10-29 04:59:59.999000+00:00,0.0026285986,-0.0048330044,0.019925822,-0.018516764,0.40417707,0.48997142910957336,0.20622568093385213,0.37446902780195246
2025-10-29 05:59:59.999000+00:00,0.0020501094,-0.005340549,0.019915245,-0.021242782,0.3942866,0.48849549889564514,0.21011673151750973,0.3711055740617491
2025-10-29 06:59:59.999000+00:00,0.0021669404,-0.0054704305,0.019908745,-0.0251429,0.39174446,0.4863843023777008,0.19066147859922178,0.38361890235288154
2025-10-29 07:59:59.999000+00:00,0.0024679552,-0.005509694,0.019922262,-0.02713944,0.39105913,0.485303670167923,0.12840466926070038,0.400438931763404
2025-10-29 08:59:59.999000+00:00,-0.0044720722,-0.005726563,0.019926036,-0.028990373,0.3869065,0.4843020737171173,0.9182879377431906,0.06295735844001739
2025-10-29 09:59:59.999000+00:00,-0.0006213608,-0.005358657,0.0198952,-0.020276316,0.39383242,0.4890187382698059,0.5136186770428015,0.23811251750044984
2025-10-29 10:59:59.999000+00:00,-0.0011066113,-0.0053084735,0.019870412,-0.020301722,0.39467502,0.4890049993991852,0.5953307392996109,0.21146326657696407
2025-10-29 11:59:59.999000+00:00,0.0024277077,-0.005215656,0.0198654,-0.019643731,0.39644882,0.48936131596565247,0.19066147859922178,0.38475761721231433
2025-10-29 12:59:59.999000+00:00,0.00015916034,-0.0054164156,0.019875942,-0.023186639,0.39261448,0.487443208694458,0.42412451361867703,0.2805188314751497
2025-10-29 13:59:59.999000+00:00,-0.0024591729,-0.0053797457,0.019874642,-0.023227774,0.39331707,0.4874209463596344,0.7665369649805448,0.14694971245394967
2025-10-29 14:59:59.999000+00:00,-0.0034253653,-0.005060426,0.019880332,-0.018904,0.39953753,0.4897617697715759,0.8910505836575876,0.08224513762169297
2025-10-29 15:59:59.999000+00:00,-0.00873877,-0.0049030418,0.019875687,-0.016595691,0.40257585,0.4910116493701935,0.6575875486381323,-0.19298595646874547
2025-10-29 16:59:59.999000+00:00,-0.0036005834,-0.0043010293,0.019940743,-0.008477688,0.4146145,0.4954080581665039,0.953307392996109,0.03512636604843911
2025-10-29 17:59:59.999000+00:00,0.0068135518,-0.0042381464,0.019973695,-0.005192153,0.41598082,0.49718761444091797,0.0622568093385214,0.5533126428665216
2025-10-29 18:59:59.999000+00:00,-0.009671946,-0.004504974,0.019959552,-0.016237304,0.41071537,0.4912056624889374,0.45525291828793774,-0.2588721430595827
2025-10-29 19:59:59.999000+00:00,-0.0012414666,-0.0038636625,0.02012395,-0.0047918037,0.42387375,0.49740445613861084,0.8132295719844358,0.13030224997068204
2025-10-29 20:59:59.999000+00:00,0.0069052144,-0.003887076,0.020061927,-0.009379059,0.4231843,0.4949198365211487,0.0622568093385214,0.5379488406704693
2025-10-29 21:59:59.999000+00:00,0.0016713468,-0.0041865045,0.020054383,-0.020751365,0.41731876,0.4887615740299225,0.4085603112840467,0.2920983057349037
2025-10-29 22:59:59.999000+00:00,-0.005243261,-0.0044230577,0.01998431,-0.023855954,0.4124191,0.4870808720588684,0.9494163424124513,-0.041042357648596164
2025-10-29 23:59:59.999000+00:00,-0.008954573,-0.0042386837,0.019987052,-0.01773177,0.41602564,0.4903964698314667,0.5136186770428015,-0.2359472332378451
2025-10-30 00:59:59.999000+00:00,0.0046325456,-0.004037901,0.01998553,-0.008234322,0.41994226,0.4955398738384247,0.11284046692607004,0.43383619223367026
2025-10-30 01:59:59.999000+00:00,-0.0008220565,-0.0046187574,0.019855004,-0.003898017,0.40802658,0.49788856506347656,0.6614785992217899,0.19122136412299404
2025-10-30 02:59:59.999000+00:00,0.0047015296,-0.0045882473,0.019845579,-0.005313374,0.4085807,0.4971219003200531,0.0933852140077821,0.46810309695965485
2025-10-30 03:59:59.999000+00:00,-0.0020873265,-0.004896542,0.01981894,-0.009034961,0.40242943,0.49510619044303894,0.7782101167315175,0.14174399203700078
2025-10-30 04:59:59.999000+00:00,-0.019989852,-0.0048599513,0.019863158,-0.006225422,0.40335536,0.49662792682647705,0.023346303501945526,-0.7617066824756901
2025-10-30 05:59:59.999000+00:00,0.0155099,-0.004115455,0.020144342,0.010541767,0.4190602,0.5057098865509033,0.007782101167315175,0.9742365887245859
2025-10-30 06:59:59.999000+00:00,0.004710289,-0.0041340366,0.020235522,-0.0067728534,0.4190611,0.49633145332336426,0.10505836575875487,0.43706932331528847
